transactions_id,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale
1462,10:42:00,124,Male,63,Electronics,4,300,114,1200
1614,11:37:00,135,Female,39,Beauty,4,300,105,1200
1808,10:48:00,109,Male,33,Beauty,4,500,210,2000
166,11:42:00,32,Male,34,Clothing,4,500,225,2000
465,11:52:00,40,Female,43,Electronics,3,50,15.5,150
502,11:00:00,31,Male,43,Electronics,3,50,22.5,150
905,06:27:00,96,Male,58,Beauty,1,300,111,300
1166,07:45:00,65,Male,34,Clothing,4,500,245,2000
1465,09:36:00,131,Female,43,Electronics,3,50,26,150
1502,08:30:00,152,Male,43,Electronics,3,50,18,150
1905,06:07:00,26,Male,58,Beauty,1,300,102,300
280,09:35:00,76,Female,37,Clothing,3,500,240,1500
719,07:19:00,37,Female,42,Clothing,2,30,12,60
834,06:55:00,13,Female,56,Beauty,2,30,14.7,60
1280,09:15:00,116,Female,37,Clothing,3,500,255,1500
1719,07:29:00,4,Female,42,Clothing,2,30,10.8,60
1834,06:53:00,102,Female,56,Beauty,2,30,12.9,60
891,06:43:00,24,Male,41,Electronics,3,300,99,900
928,10:20:00,54,Female,35,Clothing,4,300,90,1200
1891,06:11:00,81,Male,41,Electronics,3,300,105,900
1928,06:39:00,93,Female,35,Clothing,4,300,75,1200
332,11:28:00,138,Male,58,Electronics,4,300,105,1200
1332,10:02:00,146,Male,58,Electronics,4,300,123,1200
255,11:44:00,19,Male,48,Clothing,1,30,14.7,30
275,11:34:00,2,Male,43,Clothing,2,500,260,1000
314,07:37:00,1,Male,52,Clothing,4,30,7.8,120
517,08:54:00,3,Female,47,Clothing,4,25,9.25,100
847,08:42:00,2,Female,18,Electronics,4,300,162,1200
1255,07:08:00,4,Male,48,Clothing,1,30,7.8,30
1275,08:48:00,5,Male,43,Clothing,2,500,250,1000
1314,10:26:00,2,Male,52,Clothing,4,30,16.2,120
1517,08:46:00,2,Female,47,Clothing,4,25,6.75,100
1847,07:14:00,5,Female,18,Electronics,4,300,123,1200
61,11:47:00,4,Male,21,Beauty,4,50,20,200
274,07:12:00,4,Female,23,Clothing,2,500,150,1000
486,09:47:00,4,Female,35,Electronics,1,25,6.5,25
548,07:00:00,4,Female,51,Clothing,2,30,15.6,60
886,11:25:00,4,Male,37,Electronics,3,300,165,900
892,11:39:00,1,Male,20,Electronics,1,50,24,50
1061,07:56:00,3,Male,21,Beauty,4,50,12.5,200
1274,09:01:00,2,Female,23,Clothing,2,500,185,1000
1486,08:58:00,4,Female,35,Electronics,1,25,8.75,25
1548,08:15:00,1,Female,51,Clothing,2,30,12.6,60
1886,11:51:00,1,Male,37,Electronics,3,300,147,900
1892,07:22:00,3,Male,20,Electronics,1,50,23.5,50
601,09:23:00,5,Male,19,Clothing,1,30,13.2,30
901,06:38:00,2,Male,31,Electronics,1,30,12,30
1601,11:48:00,1,Male,19,Clothing,1,30,13.5,30
1901,11:05:00,4,Male,31,Electronics,1,30,8.4,30
527,11:35:00,1,Male,57,Clothing,2,25,11.5,50
1527,08:30:00,1,Male,57,Clothing,2,25,11.75,50
23,07:05:00,4,Female,35,Clothing,4,30,14.7,120
174,06:07:00,2,Female,39,Beauty,1,300,126,300
589,07:11:00,5,Female,36,Beauty,2,500,145,1000
774,09:04:00,2,Female,40,Clothing,2,25,6.5,50
1000,10:22:00,1,Male,47,Electronics,4,30,8.4,120
1023,08:40:00,5,Female,35,Clothing,4,30,8.1,120
1174,06:55:00,2,Female,39,Beauty,1,300,132,300
1589,06:30:00,5,Female,36,Beauty,2,500,145,1000
1774,06:48:00,2,Female,40,Clothing,2,25,8,50
2000,06:38:00,4,Male,47,Electronics,4,30,10.8,120
210,08:50:00,2,Male,37,Electronics,4,50,19,200
478,11:13:00,3,Female,58,Clothing,2,30,8.1,60
745,07:30:00,3,Male,54,Beauty,2,50,17,100
1210,10:02:00,5,Male,37,Electronics,4,50,12.5,200
1478,09:18:00,1,Female,58,Clothing,2,30,13.5,60
1745,10:38:00,4,Male,54,Beauty,2,50,21,100
354,07:58:00,5,Female,49,Beauty,4,50,24.5,200
408,08:18:00,4,Female,64,Beauty,1,500,140,500
1354,09:34:00,5,Female,49,Beauty,4,50,26.5,200
1408,08:17:00,2,Female,64,Beauty,1,500,250,500
674,11:10:00,2,Female,38,Clothing,1,300,84,300
1674,09:21:00,1,Female,38,Clothing,1,300,123,300
967,10:13:00,4,Male,62,Beauty,1,25,13.25,25
1967,08:28:00,4,Male,62,Beauty,1,25,12.25,25
79,10:15:00,1,Male,34,Beauty,1,300,96,300
406,11:50:00,3,Female,22,Beauty,4,25,11,100
450,06:35:00,2,Female,59,Beauty,2,25,11,50
562,09:26:00,3,Male,54,Electronics,2,25,7.25,50
1079,06:45:00,1,Male,34,Beauty,1,300,117,300
1406,08:45:00,2,Female,22,Beauty,4,25,10,100
1450,08:52:00,1,Female,59,Beauty,2,25,10.25,50
1562,10:21:00,5,Male,54,Electronics,2,25,12.75,50
108,09:38:00,5,Female,27,Beauty,3,25,13.5,75
111,09:45:00,5,Female,34,Electronics,3,500,130,1500
207,08:34:00,3,Female,42,Beauty,2,25,10.25,50
724,06:56:00,3,Male,61,Clothing,3,50,20,150
836,06:32:00,2,Female,22,Clothing,1,50,27.5,50
969,11:47:00,2,Female,40,Clothing,3,300,84,900
1108,10:27:00,1,Female,27,Beauty,3,25,10,75
1111,21:34:00,2,Female,34,Electronics,3,500,185,1500
1207,21:48:00,3,Female,42,Beauty,2,25,10,50
1724,20:53:00,4,Male,61,Clothing,3,50,17,150
1836,17:19:00,3,Female,22,Clothing,1,50,23.5,50
1969,19:34:00,4,Female,40,Clothing,3,300,126,900
246,20:05:00,4,Female,48,Electronics,2,25,13.25,50
298,19:05:00,3,Male,27,Beauty,4,300,84,1200
374,17:45:00,4,Female,59,Beauty,3,25,7.75,75
572,18:33:00,5,Male,31,Clothing,4,500,185,2000
665,22:49:00,1,Male,57,Clothing,1,50,19,50
1246,22:54:00,3,Female,48,Electronics,2,25,11.5,50
1298,19:51:00,1,Male,27,Beauty,4,300,120,1200
1374,22:03:00,3,Female,59,Beauty,3,25,8.25,75
1572,22:20:00,1,Male,31,Clothing,4,500,175,2000
1665,19:38:00,4,Male,57,Clothing,1,50,14,50
39,22:44:00,5,Male,23,Clothing,4,30,8.7,120
893,18:52:00,1,Male,49,Electronics,1,50,17,50
1039,20:01:00,1,Male,23,Clothing,4,30,13.8,120
1893,17:04:00,3,Male,49,Electronics,1,50,22.5,50
17,21:08:00,3,Female,27,Clothing,4,25,13,100
316,17:25:00,3,Female,48,Clothing,2,25,13.75,50
755,20:07:00,1,Female,58,Clothing,3,25,6.75,75
1017,18:41:00,2,Female,27,Clothing,4,25,12,100
1316,17:11:00,1,Female,48,Clothing,2,25,11.75,50
1755,21:47:00,2,Female,58,Clothing,3,25,8,75
28,22:34:00,3,Female,43,Beauty,1,500,150,500
98,19:41:00,1,Female,55,Beauty,2,50,19.5,100
129,17:42:00,1,Female,21,Beauty,2,300,75,600
230,17:44:00,5,Male,54,Beauty,1,25,12.5,25
613,17:23:00,2,Female,52,Clothing,3,30,11.4,90
691,21:09:00,5,Female,51,Clothing,3,30,14.7,90
693,17:12:00,1,Male,41,Beauty,3,500,270,1500
1028,18:09:00,1,Female,43,Beauty,1,500,250,500
1098,22:34:00,3,Female,55,Beauty,2,50,19.5,100
1129,21:46:00,1,Female,21,Beauty,2,300,156,600
1230,21:24:00,1,Male,54,Beauty,1,25,13.25,25
1613,21:58:00,4,Female,52,Clothing,3,30,9.9,90
1691,20:01:00,1,Female,51,Clothing,3,30,13.5,90
1693,18:21:00,1,Male,41,Beauty,3,500,130,1500
477,17:24:00,3,Male,43,Clothing,4,30,16.2,120
863,22:40:00,4,Female,30,Electronics,2,25,11.25,50
1477,21:59:00,3,Male,43,Clothing,4,30,15.6,120
1863,22:33:00,4,Female,30,Electronics,2,25,10,50
6,22:16:00,2,Female,45,Beauty,1,30,15,30
483,17:25:00,2,Male,55,Clothing,1,30,8.4,30
738,18:24:00,5,Male,41,Clothing,2,50,26,100
1006,19:23:00,2,Female,45,Beauty,1,30,14.1,30
1483,19:53:00,1,Male,55,Clothing,1,30,8.7,30
1738,21:33:00,1,Male,41,Clothing,2,50,16,100
222,18:56:00,4,Male,51,Clothing,4,30,10.5,120
588,17:54:00,5,Male,38,Electronics,2,30,13.8,60
953,17:58:00,1,Male,45,Beauty,3,30,12.6,90
1222,18:15:00,3,Male,51,Clothing,4,30,11.1,120
1588,21:29:00,4,Male,38,Electronics,2,30,13.2,60
1953,17:34:00,3,Male,45,Beauty,3,30,10.2,90
66,22:49:00,3,Female,45,Electronics,1,30,9,30
482,18:57:00,3,Female,28,Clothing,4,300,141,1200
903,22:14:00,3,Female,51,Beauty,4,50,14,200
1066,18:11:00,4,Female,45,Electronics,1,30,8.4,30
1482,22:22:00,1,Female,28,Clothing,4,300,114,1200
1903,21:44:00,5,Female,51,Beauty,4,50,19,200
102,21:34:00,5,Female,47,Beauty,2,25,7.25,50
228,20:26:00,4,Female,59,Electronics,2,30,10.8,60
236,22:18:00,5,Female,54,Clothing,1,25,6.5,25
1102,18:04:00,5,Female,47,Beauty,2,25,6.5,50
1228,21:37:00,5,Female,59,Electronics,2,30,11.4,60
1236,18:19:00,4,Female,54,Clothing,1,25,8.75,25
660,18:46:00,2,Female,38,Beauty,2,500,270,1000
884,20:31:00,1,Female,26,Clothing,2,30,7.5,60
987,18:45:00,1,Female,30,Clothing,3,300,165,900
1660,20:27:00,2,Female,38,Beauty,2,500,160,1000
1884,21:45:00,2,Female,26,Clothing,2,30,11.4,60
1987,18:18:00,2,Female,30,Clothing,3,300,129,900
18,19:13:00,5,Female,47,Electronics,2,25,12.5,50
69,22:44:00,1,Female,56,Beauty,3,25,8.5,75
995,22:38:00,4,Female,41,Clothing,1,30,9.9,30
1018,19:13:00,4,Female,47,Electronics,2,25,13,50
1069,19:05:00,2,Female,56,Beauty,3,25,6.75,75
1995,22:18:00,5,Female,41,Clothing,1,30,14.7,30
337,17:56:00,1,Male,38,Clothing,1,500,275,500
585,21:49:00,3,Female,24,Clothing,1,25,13.75,25
652,17:05:00,4,Female,34,Beauty,2,50,20.5,100
1337,19:56:00,2,Male,38,Clothing,1,500,225,500
1585,20:00:00,2,Female,24,Clothing,1,25,7.25,25
1652,20:00:00,2,Female,34,Beauty,2,50,20.5,100
242,18:28:00,1,Male,21,Clothing,1,25,8,25
293,19:04:00,4,Male,50,Electronics,3,30,9.6,90
460,23:00:00,2,Male,40,Beauty,1,50,19,50
1242,18:32:00,5,Male,21,Clothing,1,25,11.25,25
1293,18:52:00,3,Male,50,Electronics,3,30,14.1,90
1460,19:42:00,4,Male,40,Beauty,1,50,22,50
188,18:50:00,3,Male,40,Clothing,3,25,8.5,75
357,18:57:00,4,Female,40,Electronics,3,25,7.5,75
646,21:02:00,3,Male,38,Clothing,3,30,13.5,90
749,20:33:00,2,Male,42,Beauty,1,30,8.4,30
974,18:39:00,3,Male,47,Beauty,1,30,11.7,30
1188,22:43:00,2,Male,40,Clothing,3,25,10.75,75
1357,19:14:00,3,Female,40,Electronics,3,25,11.5,75
1646,19:43:00,1,Male,38,Clothing,3,30,15.6,90
1749,19:55:00,2,Male,42,Beauty,1,30,9,30
1974,20:20:00,3,Male,47,Beauty,1,30,12.9,30
190,17:56:00,2,Female,60,Beauty,3,30,10.5,90
849,19:33:00,5,Male,32,Clothing,2,25,12.5,50
853,22:29:00,3,Male,21,Beauty,2,500,155,1000
1190,21:00:00,4,Female,60,Beauty,3,30,10.8,90
1849,22:42:00,1,Male,32,Clothing,2,25,12,50
1853,18:39:00,2,Male,21,Beauty,2,500,190,1000
252,17:37:00,1,Male,54,Electronics,1,300,84,300
606,20:19:00,2,Male,22,Electronics,1,50,19.5,50
779,19:19:00,3,Female,56,Electronics,2,500,155,1000
824,19:10:00,3,Male,63,Clothing,4,30,9.3,120
866,18:16:00,4,Male,24,Electronics,1,50,22.5,50
1252,20:18:00,5,Male,54,Electronics,1,300,117,300
1606,19:52:00,2,Male,22,Electronics,1,50,26.5,50
1779,19:45:00,3,Female,56,Electronics,2,500,190,1000
1824,20:19:00,4,Male,63,Clothing,4,30,12.6,120
1866,22:38:00,5,Male,24,Electronics,1,50,20,50
5,22:10:00,3,Male,30,Beauty,2,50,24,100
90,17:53:00,3,Female,51,Electronics,1,30,13.5,30
380,22:26:00,2,Male,56,Electronics,2,300,102,600
593,22:05:00,2,Male,35,Electronics,2,30,13.2,60
820,22:49:00,1,Male,49,Electronics,4,50,24,200
1005,20:38:00,2,Male,30,Beauty,2,50,17.5,100
1090,19:54:00,4,Female,51,Electronics,1,30,7.5,30
1380,19:45:00,3,Male,56,Electronics,2,300,159,600
1593,22:39:00,5,Male,35,Electronics,2,30,14.4,60
1820,21:31:00,1,Male,49,Electronics,4,50,22,200
120,19:35:00,4,Male,60,Beauty,1,50,12.5,50
221,21:01:00,3,Male,39,Beauty,2,300,111,600
341,17:06:00,5,Male,31,Clothing,4,50,18.5,200
640,20:05:00,3,Female,51,Electronics,4,30,12.6,120
744,18:02:00,1,Male,40,Electronics,1,25,6.5,25
1120,19:32:00,4,Male,60,Beauty,1,50,26.5,50
1221,22:57:00,5,Male,39,Beauty,2,300,114,600
1341,22:10:00,1,Male,31,Clothing,4,50,21,200
1640,19:44:00,5,Female,51,Electronics,4,30,14.1,120
1744,21:49:00,4,Male,40,Electronics,1,25,8.75,25
273,20:24:00,1,Female,22,Beauty,1,50,14.5,50
283,20:08:00,3,Female,18,Electronics,1,500,165,500
452,22:41:00,4,Female,48,Clothing,3,500,240,1500
469,19:24:00,4,Male,18,Beauty,3,25,8.75,75
620,20:59:00,4,Male,63,Electronics,3,25,7,75
946,20:15:00,2,Male,62,Electronics,4,500,235,2000
1273,20:39:00,1,Female,22,Beauty,1,50,25.5,50
1283,20:15:00,1,Female,18,Electronics,1,500,130,500
1452,17:41:00,3,Female,48,Clothing,3,500,185,1500
1469,17:22:00,3,Male,18,Beauty,3,25,12.5,75
1620,22:48:00,5,Male,63,Electronics,3,25,7.75,75
1946,20:48:00,5,Male,62,Electronics,4,500,165,2000
148,20:39:00,5,Male,18,Clothing,2,30,9.9,60
414,19:40:00,1,Male,48,Beauty,4,25,9.75,100
883,20:43:00,5,Male,40,Electronics,1,500,245,500
1148,22:04:00,2,Male,18,Clothing,2,30,10.8,60
1414,21:28:00,4,Male,48,Beauty,4,25,11.25,100
1883,17:54:00,3,Male,40,Electronics,1,500,200,500
731,18:49:00,1,Male,54,Clothing,4,500,165,2000
930,17:54:00,1,Male,54,Clothing,4,50,26,200
1731,17:41:00,3,Male,54,Clothing,4,500,195,2000
1930,19:58:00,5,Male,54,Clothing,4,50,13,200
518,17:01:00,2,Female,40,Clothing,1,30,16.2,30
1518,20:03:00,3,Female,40,Clothing,1,30,12.6,30
758,18:30:00,1,Male,64,Clothing,4,25,6.75,100
1758,18:19:00,3,Male,64,Clothing,4,25,7.5,100
639,19:47:00,4,Female,62,Beauty,4,50,26.5,200
838,21:20:00,1,Male,47,Electronics,2,300,153,600
1639,18:13:00,5,Female,62,Beauty,4,50,24,200
1838,17:06:00,4,Male,47,Electronics,2,300,102,600
353,21:35:00,5,Male,31,Electronics,1,500,270,500
501,20:21:00,2,Male,39,Electronics,2,30,9,60
721,17:10:00,5,Female,52,Clothing,1,500,145,500
1353,21:59:00,3,Male,31,Electronics,1,500,235,500
1501,18:00:00,1,Male,39,Electronics,2,30,13.5,60
1721,22:42:00,3,Female,52,Clothing,1,500,215,500
123,19:00:00,3,Female,40,Electronics,2,30,11.7,60
164,18:26:00,3,Female,47,Beauty,3,500,185,1500
425,18:28:00,2,Female,55,Electronics,4,30,15.6,120
1123,21:04:00,1,Female,40,Electronics,2,30,10.8,60
1164,20:53:00,1,Female,47,Beauty,3,500,245,1500
1425,22:15:00,1,Female,55,Electronics,4,30,10.2,120
48,17:34:00,2,Male,54,Electronics,3,300,123,900
118,20:07:00,3,Female,30,Electronics,4,500,270,2000
203,21:33:00,4,Male,56,Clothing,2,500,175,1000
305,22:09:00,4,Female,18,Beauty,1,30,14.4,30
358,18:32:00,4,Female,32,Beauty,1,300,132,300
376,18:21:00,4,Female,64,Beauty,1,30,12,30
398,21:17:00,5,Female,48,Clothing,2,300,114,600
411,20:04:00,3,Male,62,Electronics,4,50,24.5,200
504,18:07:00,4,Female,38,Beauty,3,50,22,150
970,18:13:00,2,Male,59,Electronics,4,500,220,2000
996,17:38:00,2,Male,62,Clothing,1,50,13.5,50
1048,19:14:00,3,Male,54,Electronics,3,300,93,900
1118,17:24:00,1,Female,30,Electronics,4,500,170,2000
1203,18:36:00,2,Male,56,Clothing,2,500,145,1000
1305,18:24:00,5,Female,18,Beauty,1,30,7.8,30
1358,21:40:00,5,Female,32,Beauty,1,300,156,300
1376,19:49:00,3,Female,64,Beauty,1,30,9.9,30
1398,17:20:00,1,Female,48,Clothing,2,300,120,600
1411,20:27:00,1,Male,62,Electronics,4,50,26,200
1504,17:01:00,4,Female,38,Beauty,3,50,25.5,150
1970,17:44:00,5,Male,59,Electronics,4,500,230,2000
1996,18:49:00,2,Male,62,Clothing,1,50,25,50
81,22:48:00,4,Male,40,Electronics,1,50,14.5,50
155,18:05:00,3,Male,31,Electronics,4,500,150,2000
470,18:58:00,4,Female,57,Clothing,2,500,165,1000
1081,22:23:00,5,Male,40,Electronics,1,50,17,50
1155,18:22:00,3,Male,31,Electronics,4,500,255,2000
1470,19:47:00,1,Female,57,Clothing,2,500,165,1000
106,18:58:00,1,Female,46,Clothing,1,50,15,50
818,18:56:00,4,Male,30,Electronics,1,500,265,500
1106,17:50:00,3,Female,46,Clothing,1,50,14,50
1818,17:29:00,4,Male,30,Electronics,1,500,150,500
94,22:39:00,5,Female,47,Beauty,2,500,250,1000
811,18:34:00,2,Male,61,Beauty,2,25,6.75,50
881,20:52:00,4,Male,22,Electronics,1,300,99,300
1094,20:34:00,1,Female,47,Beauty,2,500,210,1000
1811,21:58:00,5,Male,61,Beauty,2,25,8.5,50
1881,17:23:00,5,Male,22,Electronics,1,300,147,300
403,19:31:00,5,Male,32,Clothing,2,300,78,600
653,22:53:00,3,Male,54,Clothing,3,25,9.25,75
694,17:47:00,3,Female,39,Electronics,2,25,10,50
1403,18:20:00,4,Male,32,Clothing,2,300,162,600
1653,19:34:00,2,Male,54,Clothing,3,25,12.75,75
1694,19:22:00,4,Female,39,Electronics,2,25,9.75,50
4,18:12:00,3,Male,37,Clothing,1,500,200,500
647,19:53:00,5,Male,59,Clothing,3,500,190,1500
911,17:29:00,3,Male,42,Electronics,3,300,84,900
1004,21:46:00,2,Male,37,Clothing,1,500,230,500
1647,20:26:00,5,Male,59,Clothing,3,500,240,1500
1911,18:33:00,4,Male,42,Electronics,3,300,75,900
419,19:18:00,5,Female,44,Clothing,3,30,11.7,90
642,21:40:00,1,Female,54,Clothing,4,25,12,100
843,22:46:00,3,Male,21,Beauty,3,500,180,1500
895,21:51:00,3,Female,55,Clothing,4,30,14.4,120
1419,18:42:00,3,Female,44,Clothing,3,30,9.3,90
1642,18:30:00,4,Female,54,Clothing,4,25,11.5,100
1843,18:58:00,1,Male,21,Beauty,3,500,240,1500
1895,20:59:00,4,Female,55,Clothing,4,30,15.3,120
31,17:47:00,3,Male,44,Electronics,4,300,129,1200
37,22:42:00,2,Female,18,Beauty,3,25,8.75,75
72,19:19:00,5,Female,20,Electronics,4,500,195,2000
243,18:02:00,5,Female,47,Electronics,3,300,156,900
281,20:09:00,4,Female,29,Beauty,4,500,275,2000
489,22:01:00,1,Male,44,Electronics,1,30,14.4,30
491,21:11:00,4,Female,60,Electronics,3,300,78,900
729,22:29:00,3,Male,29,Clothing,4,300,84,1200
822,17:39:00,3,Female,52,Beauty,3,50,13.5,150
1031,21:15:00,3,Male,44,Electronics,4,300,126,1200
1037,17:38:00,2,Female,18,Beauty,3,25,11.5,75
1072,18:10:00,4,Female,20,Electronics,4,500,180,2000
1243,17:11:00,4,Female,47,Electronics,3,300,138,900
1281,19:34:00,4,Female,29,Beauty,4,500,165,2000
1489,18:30:00,2,Male,44,Electronics,1,30,10.5,30
1491,22:14:00,107,Female,60,Electronics,3,300,129,900
1729,18:55:00,82,Male,29,Clothing,4,300,81,1200
1822,17:15:00,15,Female,52,Beauty,3,50,21,150
840,18:59:00,60,Male,62,Clothing,2,25,11.75,50
1840,20:22:00,138,Male,62,Clothing,2,25,11,50
404,19:55:00,59,Male,46,Electronics,2,500,160,1000
899,21:34:00,147,Male,26,Clothing,2,300,153,600
990,21:45:00,68,Female,58,Beauty,2,500,235,1000
1404,18:15:00,155,Male,46,Electronics,2,500,185,1000
1899,21:03:00,51,Male,26,Clothing,2,300,99,600
1990,17:02:00,48,Female,58,Beauty,2,500,155,1000
382,21:20:00,29,Female,53,Clothing,2,500,245,1000
578,22:42:00,68,Female,54,Clothing,4,30,9.3,120
923,17:20:00,62,Male,32,Beauty,3,300,165,900
1382,18:13:00,139,Female,53,Clothing,2,500,185,1000
1578,18:43:00,66,Female,54,Clothing,4,30,12,120
1923,17:38:00,74,Male,32,Beauty,3,300,159,900
307,22:54:00,32,Female,26,Electronics,2,25,8.5,50
561,17:04:00,34,Female,64,Clothing,4,500,250,2000
651,21:02:00,30,Male,51,Clothing,3,50,26,150
1307,22:11:00,68,Female,26,Electronics,2,25,11.75,50
1561,19:38:00,16,Female,64,Clothing,4,500,170,2000
1651,21:29:00,155,Male,51,Clothing,3,50,23.5,150
988,18:41:00,85,Female,63,Clothing,3,25,8,75
1988,18:47:00,144,Female,63,Clothing,3,25,7.25,75
67,20:19:00,119,Female,48,Beauty,4,300,129,1200
1067,17:01:00,105,Female,48,Beauty,4,300,129,1200
915,19:06:00,95,Female,26,Beauty,3,30,12.9,90
985,22:33:00,113,Female,19,Electronics,2,25,9,50
1915,22:50:00,53,Female,26,Beauty,3,30,9.3,90
1985,20:15:00,113,Female,19,Electronics,2,25,9.75,50
56,19:37:00,97,Female,26,Clothing,3,300,120,900
159,21:30:00,42,Male,26,Clothing,4,50,23.5,200
862,21:37:00,29,Male,28,Electronics,4,300,78,1200
1056,19:46:00,54,Female,26,Clothing,3,300,114,900
1159,18:08:00,41,Male,26,Clothing,4,50,18,200
1862,22:50:00,64,Male,28,Electronics,4,300,165,1200
315,18:53:00,122,Male,47,Clothing,2,30,15,60
545,17:18:00,61,Male,27,Clothing,2,25,8.25,50
902,17:16:00,108,Female,54,Beauty,1,50,21.5,50
1315,20:52:00,14,Male,47,Clothing,2,30,12.9,60
1545,18:21:00,16,Male,27,Clothing,2,25,8.25,50
1902,17:12:00,97,Female,54,Beauty,1,50,14,50
170,20:46:00,125,Female,25,Clothing,2,25,12.5,50
685,22:15:00,90,Male,57,Electronics,2,25,7.75,50
958,21:14:00,116,Male,62,Electronics,2,25,11,50
1170,17:13:00,96,Female,25,Clothing,2,25,8,50
1685,20:32:00,76,Male,57,Electronics,2,25,8.75,50
1958,19:19:00,125,Male,62,Electronics,2,25,11.75,50
363,22:51:00,92,Male,64,Beauty,1,25,13.5,25
394,19:27:00,105,Female,27,Clothing,1,500,165,500
537,18:07:00,98,Female,21,Beauty,1,500,275,500
1363,20:27:00,33,Male,64,Beauty,1,25,7.75,25
1394,20:06:00,14,Female,27,Clothing,1,500,250,500
1537,17:57:00,116,Female,21,Beauty,1,500,140,500
387,21:58:00,118,Male,44,Beauty,1,30,9,30
556,17:37:00,42,Female,18,Electronics,1,50,12.5,50
782,21:51:00,71,Male,59,Clothing,3,300,150,900
906,17:55:00,6,Female,20,Clothing,1,50,17,50
1387,17:48:00,37,Male,44,Beauty,1,30,15.6,30
1556,19:13:00,35,Female,18,Electronics,1,50,22.5,50
1782,20:23:00,116,Male,59,Clothing,3,300,141,900
1906,20:10:00,58,Female,20,Clothing,1,50,26.5,50
560,22:51:00,7,Female,25,Electronics,1,50,19,50
944,20:22:00,136,Male,44,Clothing,2,25,12,50
1560,17:16:00,91,Female,25,Electronics,1,50,18.5,50
1944,21:08:00,63,Male,44,Clothing,2,25,6.5,50
481,17:12:00,48,Female,43,Electronics,4,300,114,1200
867,22:40:00,152,Male,21,Electronics,1,500,185,500
882,21:41:00,144,Female,64,Electronics,2,25,13.25,50
961,22:36:00,86,Male,53,Beauty,4,50,23,200
1481,17:22:00,20,Female,43,Electronics,4,300,114,1200
1867,19:55:00,144,Male,21,Electronics,1,500,190,500
1882,20:56:00,15,Female,64,Electronics,2,25,9,50
1961,21:17:00,95,Male,53,Beauty,4,50,20.5,200
187,20:19:00,88,Female,64,Clothing,2,50,21,100
446,19:57:00,104,Male,21,Electronics,1,50,13,50
1187,17:05:00,52,Female,64,Clothing,2,50,12.5,100
1446,18:55:00,155,Male,21,Electronics,1,50,23.5,50
539,18:13:00,135,Male,25,Beauty,1,500,205,500
587,19:00:00,91,Female,40,Beauty,4,300,99,1200
1539,21:52:00,96,Male,25,Beauty,1,500,170,500
1587,20:06:00,140,Female,40,Beauty,4,300,105,1200
212,18:13:00,105,Male,21,Clothing,3,500,215,1500
765,19:03:00,77,Male,43,Clothing,4,50,12.5,200
769,18:57:00,18,Female,31,Electronics,4,30,10.2,120
1212,18:05:00,142,Male,21,Clothing,3,500,265,1500
1765,22:49:00,13,Male,43,Clothing,4,50,16,200
1769,22:50:00,116,Female,31,Electronics,4,30,9.3,120
321,19:53:00,30,Female,26,Electronics,2,25,9.5,50
356,18:35:00,71,Male,50,Electronics,3,500,255,1500
510,17:04:00,14,Female,39,Beauty,4,50,13,200
534,22:30:00,112,Male,45,Clothing,2,500,140,1000
1321,22:54:00,155,Female,26,Electronics,2,25,10.5,50
1356,21:31:00,11,Male,50,Electronics,3,500,245,1500
1510,18:21:00,124,Female,39,Beauty,4,50,19,200
1534,19:44:00,72,Male,45,Clothing,2,500,270,1000
104,22:58:00,129,Female,34,Beauty,2,500,190,1000
110,17:28:00,149,Male,27,Clothing,3,300,99,900
352,17:55:00,54,Male,57,Electronics,2,500,175,1000
365,22:12:00,151,Male,31,Clothing,1,300,93,300
887,19:20:00,44,Male,59,Clothing,4,25,10,100
1104,20:13:00,70,Female,34,Beauty,2,500,150,1000
1110,19:14:00,62,Male,27,Clothing,3,300,114,900
1352,17:40:00,14,Male,57,Electronics,2,500,260,1000
1365,20:22:00,18,Male,31,Clothing,1,300,156,300
1887,19:34:00,113,Male,59,Clothing,4,25,10,100
629,19:55:00,39,Male,62,Electronics,2,25,8,50
1629,20:18:00,144,Male,62,Electronics,2,25,10.75,50
655,18:43:00,19,Female,55,Clothing,1,500,210,500
1655,17:57:00,8,Female,55,Clothing,1,500,125,500
567,19:53:00,5,Female,25,Clothing,3,300,144,900
1567,17:10:00,76,Female,25,Clothing,3,300,162,900
182,19:27:00,27,Male,62,Beauty,4,30,10.2,120
819,21:59:00,111,Female,35,Beauty,2,50,26,100
1182,21:26:00,14,Male,62,Beauty,4,30,12.9,120
1819,20:44:00,83,Female,35,Beauty,2,50,13.5,100
100,19:34:00,21,Male,41,Electronics,1,30,9.3,30
833,18:39:00,85,Male,42,Beauty,4,50,24.5,200
1100,18:15:00,136,Male,41,Electronics,1,30,13.2,30
1833,17:20:00,56,Male,42,Beauty,4,50,18,200
542,18:41:00,50,Female,20,Beauty,1,50,24,50
723,21:57:00,120,Female,54,Beauty,4,50,20.5,200
726,19:37:00,72,Male,47,Clothing,4,300,126,1200
1542,20:30:00,147,Female,20,Beauty,1,50,14.5,50
1723,17:43:00,40,Female,54,Beauty,4,50,18,200
1726,18:12:00,13,Male,47,Clothing,4,300,93,1200
488,17:28:00,26,Female,51,Electronics,3,300,123,900
1488,19:24:00,9,Female,51,Electronics,3,300,126,900
